0.893303	32.43201754
0.885033	35.86640472
0.871107	32.31974249
0.885609	34.69105691
0.882579	28.5995086
0.894897	30.20990566
0.891149	30.5800464
0.887040	28.53217822
0.884248	34.00414079
0.896451	15.41666667
0.887977	31.24886878
0.890173	35.93293886
0.898547	18.52895753
0.888299	38.96914701
0.889909	38.6146789
0.898547	18.52895753
0.888299	38.96914701
0.889909	38.6146789
0.886511	33.24416136
0.892509	34.03757829
0.893877	28.96560197
0.895693	23.53333333
0.895683	32.16186253
0.88928	35.82608696
0.892192	27.63239075
0.866279	33.79591837
0.884267	36.11695906
0.894677	35.40241449
0.887083	36.23196881
0.892608	34.39669421
0.889632	36.761079
0.874155	30.76244344
0.89302	30.28873239
0.897925	31.67042889
0.884415	37.74253731
0.895595	17.75502008
0.888676	19.1037037
0.885636	34.4805726
0.887581	36.81765835
0.885942	35.83267717
0.894279	35.52905812
0.895296	19.17472119
0.890592	21.41390728
0.887978	34.9959596
0.888713	36.08627451
0.885869	36.25291829
0.883475	32.63793103
0.870951	35.22637795
0.883456	39.95246479
0.893822	35.43975904
0.884721	41.55932203
0.87701	20.42560554
0.882824	16.09606987
0.881874	17.0617284
0.856784	18.21348315
0.884217	18.30384615
0.894481	31.05045872
0.890009	38.05214153
0.88395	37.65233645
0.88094	41.87269682
0.888801	32.1978022
0.88699	33.19148936
0.893097	33.06451613
0.892889	31.27954545
0.890466	32.18722467
0.890139	33.592827
0.885183	33.26483051
0.890378	32.25494505
0.887212	29.9504717
0.892108	41.83531409
0.89267	41.64846416
0.887266	37.15779468
0.889871	41.30531732
0.882046	36.72848948
0.891313	36.68858801
0.881578	41.6222597
0.872645	40.78364566
0.876832	41.53781513
0.872665	43.07741935
0.867808	44.28861154
0.884483	38.30882353
0.877206	36.66666667
0.885445	27.98740554
0.891363	27.89058524
0.894921	38.11962617
0.88463	38.45604396
