0.878930	23.72271386
0.883580	28.77261614
0.889843	26.21351351
0.883689	27.72081218
0.886844	23.01840491
0.885752	23.13109756
0.877661	23.40895522
0.885877	22.71118012
0.877086	27.16452442
0.884706	11.69277108
0.900933	24.60349854
0.892126	29.12195122
0.895771	14.47783251
0.88365	30.18181818
0.87697	31.76923077
0.895771	14.47783251
0.883645	30.18181818
0.87697	31.76923077
0.884857	26.4893617
0.86092	26.11548556
0.871915	21.93670886
0.883508	18.0078125
0.882922	24.74431818
0.881069	28.12967581
0.889861	21.82142857
0.873453	26.21750663
0.885016	27.83291139
0.889319	26.76455026
0.8857	27.64285714
0.886186	26.03523035
0.89575	28.38442211
0.87214	23.88662791
0.889172	23.85756677
0.881232	24.62678063
0.879324	29.33412888
0.878996	13.78680203
0.884992	14.86729858
0.876452	25.33057851
0.885327	28.9
0.866307	27.65835411
0.890576	27.2987013
0.870669	14.48803828
0.885136	16.20869565
0.892744	28.07594937
0.874866	28.55853659
0.890243	28.06818182
0.879193	24.56980057
0.862225	25.60589812
0.861716	29.98169336
0.875203	26.7578125
0.862599	30.76785714
0.866744	15.18181818
0.856769	12.00568182
0.876356	12.90810811
0.833249	13.6
0.856342	13.5678392
0.843613	23.57549858
0.837062	28.92396313
0.869389	28.31051345
0.86146	31.13876652
0.884658	24.58166189
0.889949	25.57894737
0.878384	25.2465374
0.880866	24.26589595
0.858073	24.59444444
0.881313	25.47107438
0.862537	25.06575342
0.880636	24.46991404
0.881082	23.00914634
0.871941	31.51762115
0.879072	31.5654102
0.882909	28.25870647
0.877514	31.36971047
0.861193	28.38647343
0.86457	27.80940594
0.85284	31.77777778
0.880013	31.24887892
0.884938	31.77605322
0.872012	32.83932347
0.884873	34.16907216
0.879351	29.47505938
0.881471	28.28287841
0.891937	20.94915254
0.876889	20.66554054
0.867733	27.98024691
0.874921	28.35135135
